6.27041e-05,0,0,-nan,0,0-nan
0.10009,0,0,-nan,0,0-nan
0.200067,0,0,-nan,0,0-nan
0.300064,0,0,-nan,0,0-nan
0.40006,0,0,-nan,0,0-nan
0.500089,0,0,-nan,0,0-nan
0.600089,0,0,-nan,0,0-nan
0.700087,0,0,-nan,0,0-nan
0.800086,0,0,-nan,0,0-nan
0.900088,0,0,-nan,0,0-nan
1.00009,0,0,-nan,7,01.5708
1.10006,0,0,-nan,7,01.5708
1.20008,0,0,-nan,7,01.5708
1.30006,0,0,-nan,7,01.5708
1.40007,0,0,-nan,7,01.5708
1.50006,0,0,-nan,7,01.5708
1.60006,0,0,-nan,7,01.5708
1.70009,0,0,-nan,7,01.5708
1.80006,0,0,-nan,7,01.5708
1.90013,0,0,-nan,7,01.5708
2.00009,0,0,-nan,7,01.5708
