5.79357e-05,0,0,-nan,0,0-nan
0.10009,0,0,-nan,0,0-nan
0.200089,0,0,-nan,0,0-nan
0.30006,0,0,-nan,0,0-nan
0.400093,0,0,-nan,0,0-nan
0.500108,0,0,-nan,0,0-nan
0.600096,0,0,-nan,0,0-nan
0.700083,0,0,-nan,0,0-nan
0.800102,0,0,-nan,0,0-nan
0.900061,0,0,-nan,0,0-nan
1.00008,0,0,-nan,0,0-nan
1.10009,0,0,-nan,0,0-nan
1.20006,0,0,-nan,0,0-nan
1.30009,0,0,-nan,0,0-nan
1.40009,0,0,-nan,0,0-nan
1.50009,0,0,-nan,0,0-nan
1.60009,0,0,-nan,0,0-nan
1.70009,0,0,-nan,0,0-nan
1.80007,0,0,-nan,0,0-nan
1.90006,0,0,-nan,0,0-nan
2.0001,0,0,-nan,0,0-nan
2.10006,0,0,-nan,0,0-nan
2.20008,0,0,-nan,0,0-nan
2.30009,0,0,-nan,0,0-nan
2.40009,0,0,-nan,0,0-nan
2.5001,0,0,-nan,0,0-nan
2.60009,0,0,-nan,0,0-nan
2.70009,0,0,-nan,0,0-nan
2.80006,0,0,-nan,0,0-nan
2.90007,0,0,-nan,0,0-nan
3.00006,0,0,-nan,0,0-nan
3.10006,0,0,-nan,0,0-nan
3.20009,0,0,-nan,0,0-nan
3.30006,0,0,-nan,0,0-nan
3.40006,0,0,-nan,0,0-nan
3.50009,0,0,-nan,0,0-nan
3.60008,0,0,-nan,0,0-nan
3.70009,0,0,-nan,0,0-nan
3.80006,0,0,-nan,0,0-nan
3.90009,0,0,-nan,0,0-nan
4.00009,0,0,-nan,0,0-nan
4.10007,0,0,-nan,0,0-nan
4.20008,0,0,-nan,0,0-nan
4.30006,0,0,-nan,0,0-nan
4.40009,0,0,-nan,0,0-nan
4.50006,0,0,-nan,0,0-nan
4.60007,0,0,-nan,0,0-nan
4.70009,0,0,-nan,0,0-nan
4.80006,0,0,-nan,0,0-nan
4.90009,0,0,-nan,0,0-nan
5.00009,0,0,-nan,0,0-nan
5.10006,0,0,-nan,0,0-nan
5.20006,0,0,-nan,0,0-nan
5.30006,0,0,-nan,0,0-nan
5.40009,0,0,0,0,0-nan
5.50006,0,0,0,0,0-nan
5.6001,0,0,0,0,0-nan
5.70006,0,0,0,0,0-nan
5.80009,0,0,0,0,0-nan
5.90009,0,0,0,0,0-nan
6.00006,0,0,0,0,0-nan
6.10008,0,0,0,0,0-nan
6.20009,0,0,0,0,0-nan
6.30006,0,0,0,0,0-nan
6.40006,0,0,0,0,0-nan
6.50006,0,0,0,0,0-nan
6.60009,0,0,0,0,0-nan
6.70006,0,0,0,0,0-nan
6.80006,0,0,0,0,0-nan
6.90009,0,0,0,0,0-nan
7.00009,0,0,0,0,0-nan
7.10009,0,0,0,0,0-nan
7.20006,0,0,0,0,0-nan
7.30008,0,0,0,0,0-nan
7.40009,0,0,0,7,01.5708
7.50006,0,0,0,7,01.5708
7.60009,0,0,0,7,01.5708
7.70006,0,0,0,7,01.5708
7.80009,0,0,0,7,01.5708
7.90009,0,0,0,7,01.5708
8.00006,0.000220255,2.0645e-06,0.00937295,7,01.5708
8.10006,0.000220255,2.0645e-06,0.031868,7,01.5708
8.20009,0.000220255,2.0645e-06,0.0543631,7,01.5708
8.30006,6.72665e-07,-1.52596e-05,0.0787328,7,01.5708
8.40009,-0.000218422,-3.79292e-05,0.103102,7,01.5708
8.50006,-0.000218422,-3.79292e-05,0.125598,7,01.5708
8.60009,-0.000654129,-0.00010293,0.148093,7,01.5708
8.70009,-3.13854e-06,1.04677e-05,0.172462,7,01.5708
8.80006,-0.00021915,-3.26079e-05,0.196832,7,01.5708
8.90006,-0.00021915,-3.26079e-05,0.223076,7,01.5708
9.00008,-5.59446e-06,2.13411e-05,0.247446,7,01.5708
9.10008,-5.59446e-06,2.13411e-05,0.269941,7,01.5708
9.20006,0.000205199,8.52354e-05,0.294311,7,01.5708
9.30009,-4.23221e-06,1.70083e-05,0.314931,7,01.5708
9.40009,0.000203474,9.03184e-05,0.339301,7.08318,0.07826891.56884
9.50009,0.000407206,0.000174043,0.389915,7.08318,0.07826891.56884
9.60006,0.000789256,0.000393367,0.521136,7.08318,0.07826891.56884
9.70006,0.00921193,0.00641261,0.620489,7.08318,0.07826891.56884
9.8001,0.0317913,0.0236617,0.652357,7.08318,0.07826891.56884
9.90007,0.0601989,0.0456172,0.657981,7.08318,0.07826891.56884
10.0001,0.0874618,0.0676007,0.678602,7.08318,0.07826891.56884
10.1001,0.11807,0.093146,0.695473,7.08318,0.07826891.56884
10.2001,0.144537,0.115744,0.70672,7.08318,0.07826891.56884
10.3001,0.170208,0.138252,0.719843,7.08318,0.07826891.56884
10.4001,0.200492,0.165516,0.732965,6.95109,0.1574331.75322
10.5001,0.225769,0.188792,0.744212,6.95109,0.1574331.75322
10.6001,0.255168,0.21669,0.759209,6.95109,0.1574331.75322
10.7001,0.280208,0.240541,0.761084,6.95109,0.1574331.75322
10.8001,0.309871,0.26848,0.75546,6.95109,0.1574331.75322
10.9001,0.335384,0.29215,0.747961,6.95109,0.1574331.75322
11.0001,0.361073,0.315628,0.740463,6.95109,0.1574331.75322
11.1001,0.387145,0.339012,0.73109,6.95109,0.1574331.75322
11.2001,0.417518,0.365845,0.723592,6.95109,0.1574331.75322
11.3001,0.443857,0.388592,0.712344,6.95109,0.1574331.75322
11.4001,0.474946,0.414935,0.702971,6.68511,0.2364352.12971
11.5001,0.502088,0.437415,0.691724,6.68511,0.2364352.12971
11.6001,0.533589,0.462914,0.680476,6.68511,0.2364352.12971
11.7001,0.561016,0.484693,0.671103,6.68511,0.2364352.12971
11.8001,0.588432,0.506129,0.663605,6.68511,0.2364352.12971
11.9001,0.62086,0.530806,0.650483,6.68511,0.2364352.12971
12.0001,0.649162,0.551435,0.629862,6.68511,0.2364352.12971
12.1001,0.681995,0.573264,0.586747,6.68511,0.2364352.12971
12.2001,0.710019,0.590345,0.54738,6.68511,0.2364352.12971
12.3001,0.738916,0.606363,0.506139,6.68511,0.2364352.12971
12.4001,0.774028,0.623809,0.461149,6.43238,0.6857892.0153
12.5001,0.804373,0.637425,0.421783,6.43238,0.6857892.0153
12.6001,0.841007,0.652001,0.378667,6.43238,0.6857892.0153
12.7001,0.872786,0.663217,0.339301,6.43238,0.6857892.0153
12.8001,0.905211,0.673178,0.29806,6.43238,0.6857892.0153
12.9001,0.943401,0.682979,0.251195,6.43238,0.6857892.0153
13.0001,0.976779,0.690157,0.211829,6.43238,0.6857892.0153
13.1001,1.01547,0.696523,0.163089,6.43238,0.6857892.0153
13.2001,1.04844,0.700875,0.131221,6.43238,0.6857892.0153
13.3001,1.08246,0.703751,0.0843566,6.43238,0.6857892.0153
13.4001,1.12164,0.705294,0.0393664,6.30265,1.147461.84312
