3.6478e-05,0,0,-nan,0,0-nan
0.100064,0,0,-nan,0,0-nan
0.200086,0,0,-nan,0,0-nan
0.30006,0,0,-nan,0,0-nan
0.400064,0,0,-nan,0,0-nan
0.500113,0,0,-nan,0,0-nan
0.600087,0,0,-nan,0,0-nan
0.700058,0,0,-nan,0,0-nan
0.800083,0,0,-nan,0,0-nan
0.900088,0,0,-nan,0,0-nan
1.00009,0,0,-nan,0,0-nan
1.10006,0,0,-nan,0,0-nan
1.20009,0,0,-nan,0,0-nan
1.30009,0,0,-nan,0,0-nan
1.40006,0,0,-nan,0,0-nan
1.50009,0,0,-nan,0,0-nan
1.60006,0,0,-nan,0,0-nan
1.70006,0,0,-nan,0,0-nan
1.80009,0,0,-nan,0,0-nan
1.90009,0,0,-nan,0,0-nan
2.00009,0,0,-nan,0,0-nan
2.10009,0,0,-nan,0,0-nan
2.20005,0,0,-nan,0,0-nan
2.30008,0,0,-nan,0,0-nan
2.40006,0,0,-nan,0,0-nan
2.50009,0,0,-nan,0,0-nan
2.60009,0,0,-nan,0,0-nan
2.70009,0,0,-nan,0,0-nan
2.80009,0,0,-nan,0,0-nan
2.90006,0,0,-nan,0,0-nan
3.00006,0,0,-nan,0,0-nan
3.10006,0,0,-nan,0,0-nan
3.20006,0,0,-nan,0,0-nan
3.30006,0,0,-nan,0,0-nan
3.40006,0,0,-nan,0,0-nan
3.50008,0,0,-nan,0,0-nan
3.60009,0,0,-nan,0,0-nan
3.70008,0,0,-nan,0,0-nan
3.80008,0,0,-nan,0,0-nan
3.9001,0,0,-nan,0,0-nan
4.0001,0,0,0,0,0-nan
4.10006,0,0,0,0,0-nan
4.20006,0,0,0,0,0-nan
4.30008,0,0,0,0,0-nan
4.40005,0,0,0,0,0-nan
4.50006,0,0,0,0,0-nan
4.60006,0,0,0,0,0-nan
4.70009,0,0,0,0,0-nan
4.80006,0,0,0,0,0-nan
4.90005,0,0,0,0,0-nan
5.00009,0,0,0,0,0-nan
5.10007,0,0,0,0,0-nan
5.20009,0,0,0,7,01.5708
5.30008,0,0,0,7,01.5708
5.40006,0,0,0,7,01.5708
5.50009,0,0,0,7,01.5708
5.60006,0,0,0,7,01.5708
5.70006,0,0,0,7,01.5708
5.80006,0,0,0,7,01.5708
5.90009,0,0,0,7,01.5708
6.00008,0,0,0,7,01.5708
6.10006,0,0,0,7,01.5708
6.20009,0,0,0,7,01.5708
6.30009,0,0,0,7,01.5708
6.40006,0,0,0,7,01.5708
6.50007,0,0,0,7,01.5708
6.60008,0.000220255,2.0645e-06,0.00937295,7,01.5708
6.70009,0.000220255,2.0645e-06,0.031868,7,01.5708
6.80006,0.000220255,2.0645e-06,0.0543631,7,01.5708
6.90006,6.72665e-07,-1.52596e-05,0.0787328,7,01.5708
7.00008,-0.000218422,-3.79292e-05,0.103102,7,01.5708
7.10006,-0.000218422,-3.79292e-05,0.125598,7,01.5708
7.20009,-0.000654129,-0.00010293,0.148093,7,01.5708
7.30009,-3.13854e-06,1.04677e-05,0.172462,7,01.5708
7.40009,-0.00021915,-3.26079e-05,0.196832,7,01.5708
7.5001,-0.00021915,-3.26079e-05,0.223076,7,01.5708
7.60009,-5.59446e-06,2.13411e-05,0.247446,7,01.5708
7.70008,-5.59446e-06,2.13411e-05,0.269941,7,01.5708
7.80009,0.000205199,8.52354e-05,0.294311,7,01.5708
7.90006,-4.23221e-06,1.70083e-05,0.314931,7,01.5708
8.00006,0.000203474,9.03184e-05,0.339301,7,01.5708
