1634569958.740597741,trash_can,6.02882,2.21568
1634569960.380095918,trash_can,6.02757,2.21823
1634569961.188094505,trash_can,6.02989,2.2138
1634569961.718129768,trash_can,6.0308,2.21227
1634569962.683067806,trash_can,6.02747,2.21858
1634569963.672830512,trash_can,6.03943,2.20095
1634569964.707695226,trash_can,6.02822,2.21786
1634569965.680676792,trash_can,6.03027,2.21074
1634569966.680581061,trash_can,6.03266,2.21325
1634569967.710423910,trash_can,6.02708,2.21821
1634569968.778624631,trash_can,6.15257,2.21575
1634569969.699716031,trash_can,5.82814,2.06936
1634569969.699771923,trash_can,5.57386,1.89463
1634569969.699782066,trash_can,5.28053,2.06854
1634569970.746076549,trash_can,6.36605,2.31345
1634569970.746489253,trash_can,5.41942,2.43041
1634569970.746508199,trash_can,6.01692,2.2868
1634569970.746522164,trash_can,5.78322,2.38345
1634569971.711485034,trash_can,5.43341,2.6864
1634569971.712311003,trash_can,6.03721,2.60807
1634569971.712331378,trash_can,5.13462,2.73857
1634569972.697189759,trash_can,6.06544,2.49963
1634569980.499880948,fire_hydrant,7.47305,7.89488
1634569981.463409923,fire_hydrant,7.81642,8.02244
1634569982.486780270,fire_hydrant,7.85774,8.18343
1634569983.602643757,fire_hydrant,7.49417,7.98184
1634569984.569357067,fire_hydrant,7.62785,8.2288
1634569985.540138201,fire_hydrant,7.72809,7.9469
1634569986.566200645,fire_hydrant,7.5907,8.04052
1634569987.570993481,fire_hydrant,7.65125,8.12882
1634569988.550111477,fire_hydrant,7.58467,8.18312
1634569989.560157261,fire_hydrant,7.39906,8.30855
1634569990.536428978,fire_hydrant,7.3174,8.44387
1634570003.677636377,trash_can,6.38218,16.1376
1634570004.740686389,trash_can,6.43592,16.2934
1634570005.845918707,trash_can,6.4318,16.208
1634570006.800109911,trash_can,6.3349,16.2187
1634570006.803183371,kitchenette_icon,5.8506,15.0347
1634570007.737113451,trash_can,6.29683,16.4405
1634570007.737161910,kitchenette_icon,5.07406,16.1421
1634570008.793878519,trash_can,6.66802,16.7075
1634570008.801116351,kitchenette_icon,5.41725,16.4951
1634570009.773359546,trash_can,6.33909,16.7237
1634570009.788539778,kitchenette_icon,5.12573,16.4395
1634570010.657953694,trash_can,6.42941,16.756
1634570010.658009644,kitchenette_icon,5.16534,16.7113
1634570010.658027875,toilet_icon,3.25517,16.7199
1634570011.864590143,trash_can,6.43833,16.502
1634570011.866981067,kitchenette_icon,5.10632,16.5457
1634570011.867009236,toilet_icon,3.3355,16.6028
1634570012.609739777,trash_can,6.38116,16.865
1634570012.609785613,kitchenette_icon,5.07617,16.8898
1634570012.609800397,toilet_icon,3.21616,16.882
1634570013.752043288,trash_can,6.39803,16.7938
1634570013.752095940,kitchenette_icon,5.19036,16.7291
1634570014.833919091,kitchenette_icon,4.77482,16.9062
1634570015.876307235,toilet_icon,2.48223,17.0952
1634570016.811906210,toilet_icon,3.61085,16.7917
1634570016.822173343,chair,2.77121,16.6831
1634570017.703651775,toilet_icon,2.17148,16.7873
1634570024.853290737,chair,-0.875759,17.658
1634570024.853529407,chair,-0.821876,18.2887
1634570026.173516296,trash_can,-1.35036,15.8656
1634570026.188927177,chair,-0.956368,18.4335
1634570026.195673932,chair,-1.04268,17.803
1634570026.954921536,trash_can,-1.36316,15.7691
1634570026.961644831,chair,-1.21446,18.3624
1634570026.967701975,chair,-1.2574,17.6813
1634570028.281570550,trash_can,-2.18543,15.577
1634570028.288090075,chair,-1.91413,18.0367
1634570028.293373696,chair,-1.97643,17.4604
1634570029.252628983,trash_can,-2.28094,15.7311
1634570029.254174204,chair,-2.02458,17.6939
1634570030.315430194,trash_can,-2.08707,15.936
1634570030.320327981,chair,-1.85136,17.9417
1634570031.302319031,trash_can,-2.22936,15.7488
1634570031.305002743,chair,-2.42219,17.8962
1634570031.305032091,chair,-2.23951,18.1722
1634570032.522311572,trash_can,-2.43861,16.05
1634570032.522868403,trash_can,-3.25672,16.2068
1634570032.522884300,trash_can,-2.81562,16.2002
1634570032.522897029,trash_can,-3.14111,16.2205
1634570032.522908124,chair,-2.16482,18.1594
1634570032.522920841,chair,-2.15501,18.6082
1634570033.544473375,trash_can,-3.36296,16.0586
1634570033.551390721,trash_can,-2.95838,16.0642
1634570033.558358909,trash_can,-3.26544,16.0844
1634570033.560673847,trash_can,-2.81993,16.0505
1634570033.560697178,fire_extinguisher,-4.00174,15.9638
1634570033.560724017,chair,-2.38595,18.0757
1634570034.281036323,trash_can,-3.46505,15.7017
1634570034.282322096,trash_can,-3.7063,15.6296
1634570034.282349115,trash_can,-3.34367,15.6792
1634570034.282364237,fire_extinguisher,-4.31262,15.4519
1634570034.282377166,chair,-2.94897,17.7676
1634570035.000390921,trash_can,-3.75526,15.5233
1634570035.015044419,trash_can,-3.46716,15.573
1634570035.031755596,fire_extinguisher,-4.5867,15.2449
1634570036.047565300,trash_can,-3.77049,15.6185
1634570036.053950131,trash_can,-3.58315,15.6648
1634570036.059421219,fire_extinguisher,-4.49874,15.4294
1634570036.838063714,trash_can,-3.87258,15.7596
1634570036.843122384,trash_can,-3.6534,15.8192
1634570036.845114497,fire_extinguisher,-4.74447,15.4974
1634570037.712843787,trash_can,-4.05032,15.8518
1634570037.713629219,fire_extinguisher,-4.75059,15.5595
1634570038.685210133,fire_extinguisher,-4.8795,15.6808
1634570039.572109055,fire_extinguisher,-5.17009,15.5943
1634570040.657848466,fire_extinguisher,-5.35407,15.5256
1634570057.821883665,fire_hydrant,-7.35807,9.52497
1634570058.883991467,fire_hydrant,-7.721,9.53051
1634570059.690941220,fire_hydrant,-7.7491,9.41308
1634570060.666850134,fire_hydrant,-7.73198,9.39853
1634570061.601862342,fire_hydrant,-7.84985,9.32903
1634570062.622893828,fire_hydrant,-7.82816,9.20399
1634570063.935431885,fire_hydrant,-7.78734,9.18912
1634570064.752980548,fire_hydrant,-7.8729,8.95471
1634570065.733873268,fire_hydrant,-7.84951,8.99466
1634570066.877619838,fire_hydrant,-7.86531,8.76398
1634570067.739576847,fire_hydrant,-7.9934,8.20143
1634570085.866390014,chair,-5.71695,0.891091
1634570086.758979714,chair,-5.6015,0.44529
1634570087.913606751,chair,-5.55129,0.548769
1634570088.993233467,chair,-5.45354,0.795326
1634570089.993100431,chair,-5.63477,0.651912
1634570091.328133908,chair,-5.66622,0.44748
1634570093.306511304,chair,-5.40558,-1.09297
1634570094.056189028,chair,-5.53366,-1.51216
1634570109.979751780,fire_hydrant,-7.93419,-8.35602
1634570110.797625542,fire_hydrant,-7.90358,-8.52034
1634570112.103283333,fire_hydrant,-7.96049,-8.50374
1634570113.072474993,fire_hydrant,-8.00279,-8.70963
1634570113.951878293,fire_hydrant,-7.89041,-8.71795
1634570114.972576934,fire_hydrant,-7.90389,-8.83534
1634570115.963130114,fire_hydrant,-7.89554,-8.93318
1634570116.666753537,fire_hydrant,-7.93714,-9.01684
1634570117.941929844,fire_hydrant,-7.86741,-8.95707
1634570118.819205606,fire_hydrant,-7.90788,-9.06907
1634570119.787476614,fire_hydrant,-7.91842,-9.12819
